S.no,User name,followers,Text,Url,Bio
722,"""miriam_storey""",165,"""RT @NovartisFDN: #Leprosy is thought to be an ancient disease but 200k patients are diagnosed each year. We need a global effort to\u2026 """,null,"""Librarian, allotmenteer, veggie, arts activist, leprosy advocate, mother......often found smiling into space or drinking tea."""
723,"""alphabetvee""",265,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""get that shit together"""
724,"""NaliTu""",115,"""RT @AWTnews: More than 40 hippopotami in Ruaha National Park have succumbed to the lethal bacterial disease, anthrax.... https://t.co/dA7ES\u2026""",null,null
725,"""gannepaq""",34,"""RT @Lymenews: NY State Senate calls for action plan and funding to combat Lyme disease - https://t.co/kCGxjGmxOP""",null,null
726,"""acasey09""",58,"""RT @LillysSpell: The biggest disease today is not leprosy or tuberculosis, but rather the feeling of being unwanted. Mother Teresa""",null,"""hiybbprqag"""
727,"""TheCoveted713""",462,"""Who gives a fuck if he likes it in the pooper...it doesn't make him a bad person https://t.co/4RuC3kh5Tj""",null,"""The Wrath of a Dark King"""
728,"""NP17forever""",546,"""RT @AvrilFoundation: #Stronger! Donate to help children and young adults fight Lyme Disease and for a chance to win cool prizes!\u2026 """,null,"""LOVE \u2665 PASSIONS \u2665 MUSIC \u2665 WORKOUT \u2665 BEACH"""
729,"""orchuwah""",310,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""#funny\n#Aiesecer,\n#baker/caterer\n#catholic\n#proudly edo\n#UNIBEN\n#Sapiosexual"""
730,"""Acegura98""",35,"""@_jayrachelle Nun-uh. Probably tastes more like a disease. Don\u2019t try it Jay.""",null,"""Aspiring film involved person."""
731,"""LiverHealthUK""",212,"""Fatty Liver Disease Is on the Rise, Especially Among Younger Adults - Hep https://t.co/DsUVHeNhpl via @hepatitismag""","""http://www.liverhealthuk.com""","""Working to transform #LiverHealth through everyday products and funding critical research to find a cure for #LiverDisease. [Retweets are not endorsements]"""
732,"""everburningfire""",285,"""RT @ClinChemLabMed: Clinical #Biochemistry laboratory tests in humans are for diagnosis, prognosis, treatment and #therapy and monitoring o\u2026""","""http://www.newzealandecology.org/""","""Environmental scientist, conservationist"""
733,"""Saeed_Minhas122""",803,"""Typical phopho tweet \ud83d\ude02\ud83d\ude02\ud83d\ude02 https://t.co/htBwu33P44""",null,"""Bullah ki jana may koun..."""
734,"""ayunus_muhammad""",228,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200fIstanbul K\u00fclt\u00fcr University\n\n\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f/\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u0644\u0645 \u062a\u062f\u0648\u0642 \u0627\u0644\u0645\u0648\u062a \u0644\u0644\u062d\u0638\u0629 \u062a\u062a\u063a\u064a\u0631 \u0646\u0638\u0631\u062a\u0643 \u0644\u0643\u062b\u064a\u0631 \u0627\u0634\u064a\u0627\u0621."""
735,"""natashakorecki""",18666,"""RT @chicagotribune: Parents of dead, dying children blast Public Health director for his department's decadelong failure to begin scree\u2026 ""","""http://www.politico.com/tipsheets/illinois-playbook""","""#POLITICO Illinois Reporter. Covering #Rauner, #Rahm & #twill nkorecki@politico.com Author: #Blagojevich book 'Only in Chicago.'  Futbolista. Argentina!"""
736,"""msismail_""",709,"""RT @gIowposts: False lashes are a disease. Once u start wearing them you're doomed. Your makeup will never look complete without them""",null,"""\ud83c\uddf6\ud83c\udde6"""
737,"""TDawgGinny""",122,"""RT @NotreDame: Professor Paul Helquist is trying to improve the drugs used to treat the rare disease Niemann-Pick Type C:\u2026 """,null,"""I love sports...and NOTRE DAME!!!! \u2618\u2618"""
738,"""jules_vickers""",3,"""RT @PHE_uk: Around 3,500 people with a lung disease are killed by flu every winter. Ask GP or pharmacist about the free flu jab\u2026 """,null,null
739,"""95Thor""",67,"""RT @PhRMA: New study shows that disease-modifying therapies drastically improve the management of relapsing MS. Learn more:\u2026 """,null,"""Show me ! Don't Tell me !!"""
740,"""allornothingxxi""",256,"""oh no bitch, i think i\u2019m catching the disease. oh god, goodbye.""",null,"""\ud83c\udf39\ud83c\uddf2\ud83c\uddfd\ud83d\udc9b| the spoopiest time of the year"""
741,"""allafrica""",325163,"""Mysterious Disease Hits Zimbabwe School: https://t.co/1cCQ91mFQk #Zimbabwe https://t.co/e6DqeTQyxJ""","""http://allafrica.com""","""News and information from the fast-changing continent. Also follow @allafricafrench & @AllAfricaSport & check AllAfrica on Rebel Mouse: http://t.co/ncqGpjnn0x"""
742,"""neighbors73""",588,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,"""Reader of everything. I write romance reviews for The Book Queen. ToB forever."""
743,"""iamsthoko""",1012,"""\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f https://t.co/kVHkaGA6AM""",null,"""IG : @iamsthoko | Me? I'M TIGHT AS FUCK!!"""
744,"""Agri_Cultured1""",1705,"""Introduction to Parkinson's disease | Parkinson's Disease Clinic and Research Center https://t.co/8CsP7wqrW2""",null,"""Food comes from somewhere right?\nTime to start appreciating the sole reason we are able to live as comfortable as we do."""
745,"""siobhanfarmer""",1008,"""RT @PHE_uk: Around 3,500 people with a lung disease are killed by flu every winter. Ask GP or pharmacist about the free flu jab\u2026 """,null,"""Public Health person. May be baking, rowing or out/about in GM. Tweets in personal capacity, not employer's & may be about #publichealth. RTs aren't endorsement"""
746,"""RefluxGuide""",7,"""Are you at risk for #AcidReflux disease? Does your lifestyle make you vulnerable to #heartburn?  https://t.co/VJwHMtRRKr""","""http://acidrefluxguide.com/""","""Your Guide to GERD and Acid Reflux"""
747,"""calin_a""",155,"""RT @AngieBest: Then tell Japan to stop slaughtering them \ud83d\ude21 https://t.co/dY3RTyaRXS""",null,"""in for a penny, in for a pound!.. Dreaming and hoping!... \""The day we give in is the day we DIE\"" (@Goodbye2Gravity)"""
748,"""eireendale""",281,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""yes, my name is just like the place from frozen"""
749,"""BurrKaite""",24,"""\u0417\u043d\u0430\u0435\u0442\u0435 \u0447\u0442\u043e \u0431\u043e\u0436\u0435\u0441\u0442\u0432\u0435\u043d\u043d\u043e?\n\u041f\u0435\u0442\u044c \u0441 \u0431\u0430\u0442\u0435\u0439 \u043d\u0430 \u043f\u0430\u0440\u0443 \nShake The Disease\n(\u041d\u0435\u043c\u043d\u043e\u0433\u043e \u0445\u043e\u0440\u043e\u0448\u0435\u043d\u044c\u043a\u0438\u043c\u0438 \u0443\u0436\u0435)""",null,"""Love Miku"""
750,"""GRono""",1250,"""\""Mysterious Disease Hits Zimbabwe School: https://t.co/hF6rXQA4di #Zimbabwe https://t.co/0GijPNZCXZ\""""","""http://gilbertrono.WordPress.com""","""The official Twitter account for Gilbert Rono. A teacher, father and a child of God. Welcome. Seventh Day Adventist - Jesus is my Life.\nGalatians 1:3"""
751,"""bbandac""",3093,"""RT @PixelMediaUg: The horrific, crippling disease known as polio is 99.9% eradicated from our planet. 16 million are walking today who othe\u2026""","""http://bbandac.wordpress.com""","""\u2605 Digital & New media consultant | Digital PR & Media Critic | IT Sys Admin | Online comms experiential Strategist | ICT4D Activist | Sports Man  \u2605"""
752,"""bombddigityamie""",283,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""\""my heart got a little boner\"" || there\u2019s no saving this sweet piece of ass"""
753,"""MoAlzer47""",1484,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://pali-szn.tumblr.com""","""Palestinian and Puerto Rican #FreePalestine #BlackLivesMatter #MuslimLivesMatter Snapchat: MoAlzer"""
754,"""d1ckpunch""",702,"""RT @mineifiwildout: what if stephen hawking doesn't actually have lou gehrig disease he's jus been off a bean this whole time""",null,"""keep lurking bitch I'm doing good."""
755,"""artofnoise_""",328,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""",null,"""RU Alum | \ud83c\udf9e\ud83d\udcfd\ud83d\udcdd writer. film. television."""
756,"""Chach616""",76,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,null
757,"""ePharmacy254""",714,"""Zimbabwe:Mysterious Disease Hits\u00a0School https://t.co/wvvnZiPWdJ""","""http://epharmacy.co.ke""","""Kenya's Dedicated Online Human Drugs and Medicines Pharmacy."""
758,"""Atomic_wo""",344,"""Lyman Museum To Host Talks On Rat Lungworm Disease - Shared from https://t.co/NQ5Dqy0P4J. [https://t.co/3jyr7gchmY] https://t.co/UtzrCUpe4G""",null,"""Promoting great articles about transportation, military industry and future technologies. Tweets are sponsored by https://Igram.im"""
759,"""bukolareis""",2321,"""RT @d_angrymob: To Nigerian rappers and other people suffering from the disease of entitlement globally. \u270a https://t.co/JA1ExZ0qzB""",null,"""SWEET TOOTH.........\n\nBRAIN OPENER \ud83d\ude04"""
760,"""Nanonana1977""",103,"""AGREE! Been watching it happen since the 1980s, when Reagan allowed the pilfering of social security in order to pa\u2026 https://t.co/Yim7e5AtZR""",null,"""Interested in the health and welfare of our country and it's citizens are my thing...Trickle Down economics is a LIE - from Wall Street's mouth..."""
761,"""allthelvghts""",632,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://suicidepreventionlifeline.org""","""hi i\u2019m really cool and awesome. thanks (bio by Riley McDonough for Mel) {6.27.17}"""
762,"""TiffanySander53""",59,"""RT @DrFrieden: There's no doubt - helping countries control disease keeps America safe. We must support global health funding.https://t.co/\u2026""",null,"""18 | WV FSU'19"""
763,"""Weird0ze""",563,"""RT @KneeCapppp: Being fake is like a contagious disease. You really gotta watch the symptoms and who you hang around. Stay healthy \ud83d\udc9a""","""https://soundcloud.com/weareweirdoze/drugsrbad""","""JUST SOME KIDS WHO DONT WANNA LIVE NORMAL LIVES \ud83e\udd18\ud83c\udffd #ITSABOUTTHEFUCCINART\ud83d\udc7eWeAreWeirdoze@gmail.com\ud83d\udc9a #RealTeamsterShit"""
764,"""RestlessLegs""",2136,"""#RLS associated conditions: certain auto-immune disorders such as Sjogren's syndrome, celiac disease, and rheumatoid arthritis.""","""http://bit.ly/rlsguide""","""Learn about primary and secondary RLS, its symptoms and causes as well as helpful natural relief remedies."""
765,"""Amahazolike""",1233,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,null
766,"""lordflvcko45""",540,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""HSU Class of '18. All I want is some respek.\nThey say sleep is the cousin of death, so my eyes wide open, cause a dream is kin to your last breath"""
767,"""Pedroguti1980""",16,"""RT @vic_pallares: Liraglutide May Reduce Diabetic Kidney Disease.\nJAMA. 2017;318(16):1532\nv\u00eda @JAMA_current https://t.co/uuullvyj46""",null,null
768,"""zaneka1979""",837,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""",null,"""Love and light. I tweet what I like. I believe in family values,traditions and God ."""
769,"""MumbaiMirror""",142206,"""After struggling to fight dengue for almost nine days, new mother loses battle to disease\nhttps://t.co/ZAhXkGBF6j https://t.co/oEBHlvZZ23""","""https://mumbaimirror.indiatimes.com""","""India's largest compact newspaper."""
770,"""emadelomar""",481,"""RT @georgeinstitute: Did you know 8 babies are born with #heartdisease each day in Australia? More from @NKasparian in @ConversationEDU   h\u2026""",null,"""Editor in Chief, GUT. Professor of Medicine, University of New South Wales, Sydney, Australia."""
771,"""toptensg_com""",5617,"""iPhone 6 Plus No Touch Fix Disease Touch IC Repair -  https://t.co/EbyAjOsWJf""","""http://toptensg.com""","""Top Ten - http://toptensg.com"""
772,"""saibaz92""",6110,"""#NayatiYouWeCanPinkChallenge Now bolster the battle against bosom disease, You should take the Pink Challenge today\u2026 https://t.co/jwqou56nTf""",null,"""\u2764\ufe0fLive In My Own World\u2764\ufe0fLove being crazy \u263a\ufe0f Dady's lil girl,\ud83d\ude07Momma's caring daughter,\u263a\ufe0fBro's crime partner \ud83e\udd2a"""
773,"""aajtak""",6649008,"""\u091b\u0920 \u0915\u0947 \u092a\u0930\u094d\u0935 \u092a\u0930 \u092d\u0940 \u0938\u093e\u092b \u0928\u0939\u0940 \u092f\u092e\u0941\u0928\u093e. \u092a\u0922\u093c\u093f\u090f \u092f\u0947 \u0930\u093f\u092a\u094b\u0930\u094d\u091f\nhttps://t.co/WJ4wX0xxO5""","""http://www.aajtak.in""","""AajTak covers breaking news, latest news in politics, sports, business & cinema. Follow us & stay ahead!\nDownload the App: https://goo.gl/MX6rmg"""
774,"""daniellem_13""",235,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""\""Mom, I am a rich man.\"" -CHER"""
775,"""BabuBeg""",21550,"""Take the Pink Challenge now to help battle against disease #NayatiYouWeCanPinkChallenge @Nayatihealth https://t.co/aSyw9JWJNj""","""https://www.facebook.com/babu.beg""","""Twitter Addict || STARTUP LOVER || #Social Media Lover || Foodie || #Contest Host || Movie Freak || Gadget Freak || love teaching ||Believe in hard work :)"""
776,"""BuildProfits""",43187,"""Famous Beverly Hills Cardiologist Missing An Important Link To Heart Disease  https://t.co/GmTVybqMXD https://t.co/vppJZTRUtr""","""http://irconsultinginc.com""","""business development consulting (build massive profits)  social media marketing expert, law of attraction messenger, dad, love scotch and authentic people"""
777,"""Beeh_TopShayela""",2341,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""\ud83c\udf39\u2665\ud83c\udf39\u2661Esethu's Mom\u2665\ud83c\udf39\u2661\ud83c\udf39"""
778,"""stevepohlit""",66354,"""Famous Beverly Hills Cardiologist Missing An Important Link To Heart Disease  https://t.co/YR35VQdIqA https://t.co/aU6Rb1mQlS""","""http://about.me/stevepohlit""","""Independent BEMER Distributor, Managing Partner Real Estate and Business Investment Firm. International Business  Real Estate Investment Coach."""
779,"""USAIDMadagascar""",5524,"""Our #plague response is to empower people to understand the disease &amp; how to get treated. Look out for @USAID &amp;\u2026 https://t.co/XG8afWjEUc""","""http://www.usaid.gov/madagascar""","""Welcome to USAID Madagascar's official Twitter feed. Find our privacy policy at https://www.usaid.gov/privacy-policy"""
780,"""Mfcade75""",247,"""\ud83c\udfbcstand down  less of the cheese.               Selfieeeees what a fucking disease \ud83c\udfbc""",null,"""Proffessional piss head, millwall fanatic, avid fishermen, dad of 2!! pain in the ass husband thats me like it or lump it"""
781,"""LindaLarsonKemp""",888,"""RT @raykellyfitness: T2 Diabetes is highly reversible. Here is a great interview with leading researcher Prof. Mike Lean https://t.co/c33FY\u2026""",null,"""knowledge explorer, systems thinker, dot connector, business analyst, decision modeler, shared understanding designer, social innovator, overall instigator"""
782,"""Roxie_Van_Haver""",2048,"""RT @AvrilFoundation: #Stronger! Donate to help children and young adults fight Lyme Disease and for a chance to win cool prizes!\u2026 """,null,"""I love learning, travelling, hiphop dance, history, nail art and languages. Fav music: #AvrilLavigne , #Stromae, #Mika, #PinguiniTatticiNucleari . #SaraSampaio"""
783,"""ShaikhAbdlBasit""",324,"""#Agra mob attack on tourist couple goes far beyond security failure argument. It's a cultural failure. A cultural disease. +++""",null,"""World-renowned cat psychiatrist"""
784,"""Jttala53""",15,"""RT @MaryamNSharif: Nawaz-Maryam-phobia seems to be an incurable disease endemic to all opponents. Imagining how agonising the slow burn wou\u2026""",null,null
785,"""PoppyLeeder""",1402,"""RT @the_ecologist: Disease outbreak news from the WHO: https://t.co/dTuV414dgO""",null,"""Gardening, cooking, cycling, permaculture, dogwalking. #Vegan. Work for @mollyMEP & member of @thegreenparty All views my own"""
786,"""peezynoni""",1695,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""Kroc city breed!!! God 1st ...U think u've seen it all?....LOOK AGAIN!!!"""
787,"""KRBwrites""",902,"""#Booklaunch #Bookreview DISEASE: WHEN LIFE TAKES AN UNEXPECTED TURN by Hans M. Hirschi (@Hans_Hirsch... https://t.co/yCQzdK1uCZ via @OlgaNM7""","""http://krbnaughtythoughts.blogspot.com""","""Award-winning author of Paranormal and Spanking Romances. Loves reading, movies, the theater, London  and NYC. #MFRWAuthor"""
788,"""HelloKimMarie""",3272,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://Instagram.com/hellokimmarie""","""24. Music and sports photographer. Journalist. Sports enthusist. Probably bitching about sports. Disneyland goer."""
789,"""ThePostsynaptic""",2208,"""Specific neurophysiological mechanisms underlie cognitive inflexibility in inflammatory bowel disease\u2026 https://t.co/nKg516TzJq""",null,"""Hungrily eating #Psychology, #Neurology #Neuropsychology, #Neuroscience, #Cognitive, #Biogenetics, #Neurobiology http://facebook.com/postsynaptic"""
790,"""MSSymptomsGone""",8670,"""A repair process, called remyelination, takes place in early phases of the disease.""","""http://bit.ly/msreversing""","""Learn latest research on MS and ways to eliminate MS Symptoms"""
791,"""Tck1079""",405,"""RT @archiepanjabi: Today on #WorldPolioDay, we stand together &amp; recommit to ending this disease for good. You can too: visit\u2026 """,null,"""Animal lover, my staffie boy is the best woofer in the world :-) If my dog doesnt like you, i dont like you!"""
792,"""JoharJoshanda""",745,"""RT @BajiPlease: Sit down Maryam. You're a political zygote, small in e\ncondition, distinction and scope. https://t.co/1XSrt51rrv""",null,""".\nrich people make these mistakes because they're using iPhones. Deal with it. Sasto"""
793,"""tamaree_""",1516,"""I understand the whole addiction is a disease thing but it\u2019s usually linked with the way a person was treated or what someone went through""","""http://Instagram.com/t.m.ree___""","""crim j major. \ud83d\udcda rip daddy \ud83d\udc7c\ud83c\udffe snapchat: tamareexo"""
794,"""MinionPostDoc""",2315,"""RT @fozlab: I'm looking for a postdoc to work on genomics of wildlife pathogens. Broad opportunities within disease ecology and\u2026 ""","""http://theminionpostdoc.wordpress.com/""","""Ideas, advice and musings for early career researchers everywhere. Twitter mainly used for job posts. See our Facebook page and blog also!"""
795,"""PRADX42""",234,"""Vectors of this disease can be found in educational institutions controlled by the left.""","""https://google.me/+PradeepDoddaballapur""","""A man who has no knowledge of his past history, origin and culture is like a tree without is roots.\nR K Narayan"""
796,"""MissMacSee""",407,"""RT @MissMacSee: 'A Disgraceful Disease': Egypt Takes No Prisoners in War Against LGBT Community\n\nhttps://t.co/2cTNRzSdIU""","""https://medium.com/@MissMacSee/the-selective-outrage-and-dishonesty-of-terfs-17ed95a45b49""","""#Transsexual #woman Hello Maureen, we're being raided. Not yer maw."""
797,"""irooninextdoor""",850,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""critically acclaimed procrastinator & flower enthusiast| \ud83c\uddee\ud83c\uddf7"""
798,"""XaviDemirkiran""",917,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""#Akombe"""
799,"""indianaco_""",1746,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""","""http://indianacoblog.wordpress.com""","""Blogger baby girl x Contagious \n\u2022 IG - http://Indiana.co_ \u2022\nune femme sauvage x"""
800,"""da13thsun""",23046,"""In 1976, US government issue a list of what disease can be caused from low levels of microwave weapons like \nCHEM-TRAILS\nGo Figure""","""https://paypal.me/tlc13love""","""I AM(white)sovereign, I AM American original copper color people. I Learn (religion)cosmology. I AM brainwash(clean). Free-dome.I Am outside the box looking in"""
801,"""Rele__T""",412,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""God. Family. Housemusic. Love. Friends. Sade Adu. Ngwanyana wa motswana \u2728\u2764\ufe0f \ud83c\udf38"""
802,"""kim__cool""",313,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""https://www.instagram.com/kim_cool/""",null
803,"""_ohannasun""",256,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""\u2728whatever 4ever \u2728"""
804,"""Lavignesfinest""",594,"""RT @AvrilFoundation: #Stronger! Donate to help children and young adults fight Lyme Disease and for a chance to win cool prizes!\u2026 """,null,"""LittleBlackStar | 26 | FashionVictim |Here to support @AvrilLavigne!!! Join if u \u2764\ufe0f QueenLavigne! Get her clothing stuff at http://abbeydawn.com! \u2620\ufe0f"""
805,"""tiwaslike""",950,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""","""http://Instagram.com/tiwaslike""","""my hobbies are shopping and silence #NCAT"""
806,"""Citizens4Africa""",9219,"""RT @DrKebsun: Something the authorities need to understand. African health strategies rarely reflect this fact. My current strugg\u2026 ""","""http://www.ccpau.org""","""PACIN is a Pan-Africanist organisation which facilitates deeper engagement of African Civil Society & citizens ensuring the continent has people at its centre."""
807,"""JillFavero""",980,"""RT @CASBirdman: Nice story @GrrlScientist about how/when Gal\u00e1pagos finches got avian pox - and work was done on our @calacademy spe\u2026 """,null,"""Traveller, mother, grandmother, booklover, optimist, atheist. Dog and cat lover - yes, both! Melbourne based, world focus. Views only occasionally the cat's."""
808,"""i2km""",101,"""RT @CRISPR_News: CRISPR can now manipulate more types of genetic material-RNA edit means it's not permanent https://t.co/R7si76cYhN via @Ve\u2026""",null,"""Wife, mother, daughter, sister, molecular biologist, plant biotechnology lover"""
809,"""tamaree_""",1516,"""In the past that made them get this \u201cdisease\u201d sooo maybe the blame should go a little back in time instead of the present. Who am I tho""","""http://Instagram.com/t.m.ree___""","""crim j major. \ud83d\udcda rip daddy \ud83d\udc7c\ud83c\udffe snapchat: tamareexo"""
810,"""CydonPrax""",1415,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 ""","""https://www.youtube.com/FreshBakedDisney""","""Star Wars/Disney/Marvel Nerd. Oh and I'm an engineer, so math and stuff. Sometimes I get snarky at theme parks. Expect salt. Also part of Fresh Baked on Youtube"""
811,"""owusuakyemm""",465,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""#MUFC #Ghana"""
812,"""EmmarRoddy""",199,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""elf & libra \u2696"""
813,"""Babett1959""",114,"""RT @DailyMailAU: Autistic girl, 11, with rare disease needs surgery after 'bully hit her in the stomach' https://t.co/w1aFYRAcNG""",null,null
814,"""tresnewsupdate""",189,"""Heart disease remains major killer https://t.co/nvDmBCsQIf""","""https://tresnews.com/""","""LATEST NEWS UPDATE 24/7"""
815,"""AMAinsight""",74,"""Dolphin Brains Show Signs of Alzheimer\u2019s Disease https://t.co/xwBom5BKTP""","""http://www.anthonymartinadvisory.com""",null
816,"""ReturnDaSlabb""",709,"""RT @da13thsun: In 1976, US government issue a list of what disease can be caused from low levels of microwave weapons like \nCHEM-TRAILS\nGo\u2026""",null,"""A G O \""I reserve my rights WITHOUT PREJUDICE UCC 1-308\"" \ud83c\uddf2\ud83c\udde6 Active Not Passive"""
817,"""inlivetoday""",1557,"""Beware! False news spreading in social media, #Mathi alias #Sardines have dangerous disease  https://t.co/HWc2ur343E""","""http://www.indialivetoday.com""","""Follow us for Latest News, News Photos, videos and the latest trends from India and around the world"""
818,"""AFR_070""",500,"""RT @EyeClinicLondon: Protein discovery may improve treatments for diabetic eye disease... https://t.co/KO1czTUQhy""",null,"""I am simply exclusive"""
819,"""LAWJUDICIA""",568,"""RT @MumbaiMirror: After struggling to fight dengue for almost nine days, new mother loses battle to disease\nhttps://t.co/ZAhXkGBF6j https:/\u2026""","""https://hussainmukhtar.wordpress.com/""","""Practicing Advocate, Bombay. Avid Traveler, Adventure Enthusiast, RT\u2260 endorsement. Occasional Blogger, Followed by Intellectuals/Politicians/Rebels & Trolls ."""
820,"""Nosipho___""",13601,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""","""http://instagram.com/Nosipho___""","""Money is everything.\nWomb partner @Wanndee_ \ud83d\udc97\ud83d\ude0a\ud83d\udc1d\ud83d\udc1d\ud83d\udc1d\ud83d\udc1d\ud83d\udc1d\ud83d\udc1d\u2764\u2764"""
821,"""linda_marcialis""",22,"""RT @TheGoodGodAbove: 1. When you\u2019re dead, you\u2019re dead. That\u2019s all you get, so stop being pricks to one another.\n2. I\u2019m cool with gay peo\u2026 """,null,"""Just trying to stay human.\u270c\ud83d\udd49"""
822,"""AnnieZhaoSJZ""",13,"""I was diagnosed of kidney disease, what are the reasons for\u00a0it? https://t.co/Dj92dCZTDR https://t.co/3REqxc4CrK""","""http://www.sjzhospital.com/""","""BeiJing Tongshantang Hospital of Traditional Chinese Medicine"""
823,"""globalxmagzine""",215,"""RT aajtak \""\u091b\u0920 \u0915\u0947 \u092a\u0930\u094d\u0935 \u092a\u0930 \u092d\u0940 \u0938\u093e\u092b \u0928\u0939\u0940 \u092f\u092e\u0941\u0928\u093e. \u092a\u0922\u093c\u093f\u090f \u092f\u0947 \u0930\u093f\u092a\u094b\u0930\u094d\u091f\nhttps://t.co/B0XOfZqOAs\""""","""https://www.facebook.com/globalXnews/""","""Global X Magzine is all about  technology, news, events, gossip and what's happening in this fast-changing world."""
824,"""quirksandoutfit""",392,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 ""","""http://quirksandoutfits.wordpress.com""","""Vincent Desmond | Lifestyle Blogger | Christian and Believer\n\ud83d\udce7 - vincentdesmond74@gmail.com"""
825,"""IPCHeartCare""",1276,"""Heart disease: THIS injection is \u2018SEVEN times\u2019 more preventative than supplements https://t.co/7fdm6JE8Y3 #heartdisease""","""http://www.ipcheartcentre.com/""","""IPC Heart care is India's largest provider of Preventive & Non-surgical Cardiac Treatments, providing cost effective non-surgical treatments for heart disease."""
826,"""IPCHeartCare""",1276,"""Bananas, avocados might prevent heart disease, says study https://t.co/ScNJqnz9ir #heartdisease""","""http://www.ipcheartcentre.com/""","""IPC Heart care is India's largest provider of Preventive & Non-surgical Cardiac Treatments, providing cost effective non-surgical treatments for heart disease."""
827,"""sanode2k""",696,"""RT @MaryamNSharif: Nawaz-Maryam-phobia seems to be an incurable disease endemic to all opponents. Imagining how agonising the slow burn wou\u2026""",null,"""Doctor, Hospital information System Expert"""
828,"""crislifes""",252,"""RT @Lymenews: NY State Senate calls for action plan and funding to combat Lyme disease - https://t.co/kCGxjGmxOP""",null,null
